2.247151,0.364378,0.006012,-0.20404,-0.132319,-0.045046,-0.017633,-0.087928,-0.069202,0.003001,0.035238,0.006633,-0.024245,0.000886,0.059089,0.066097,0.006062,-0.015596,-0.036113,-0.033904,-0.085227,-0.097799,-0.081679,0.01363,0.034929,0.022345,-0.014938,-0.00436,0.003147,0.010146,-0.007997,-0.010495,0.001998,0.010329,-0.001249,-0.000298,0.01316,0.015042,-0.006026,-0.008723,0.008723,0.006026,-0.015042,-0.01316,0.000298,0.001249,-0.010329,-0.001998,0.010495,fruit
2.32779,0.618212,-0.179043,0.028056,0.022505,-0.015518,0.01391,-0.033377,-0.000747,-0.008416,-0.022911,-0.009581,0.02484,0.004102,-0.034182,0.036722,-0.018367,-0.033173,0.030039,-0.039004,0.003028,0.004527,-0.050828,0.021524,-0.029321,-0.02399,0.038423,-0.022819,0.00771,0.01794,-0.013498,0.012915,-0.007774,0.014139,0.010037,-0.011941,0.009216,0.002581,-0.011076,-0.003845,0.003845,0.011076,-0.002581,-0.009216,0.011941,-0.010037,-0.014139,0.007774,-0.012915,flies
2.188974,0.573941,-0.12642,0.090424,0.031094,-0.007776,0.050575,-0.031245,0.031104,-0.009153,-0.066072,0.023993,-0.016916,0.010815,-0.003374,-0.019966,0.001427,0.004641,-0.012466,-0.015386,-0.002167,0.001063,0.01859,0.002441,0.013927,-0.030076,0.006269,0.009796,0.011582,0.010275,-0.003111,0.018386,-0.004559,0.004309,-0.001394,-0.003485,-0.000441,0.005873,-0.021561,0.001661,-0.001661,0.021561,-0.005873,0.000441,0.003485,0.001394,-0.004309,0.004559,-0.018386,flies
2.135005,0.63706,-0.064318,-0.12799,0.07084,0.026785,-0.081469,-0.020424,0.00573,-0.063077,-0.036808,0.044595,-0.009986,-0.083909,-0.035401,0.004502,-0.014983,0.057857,0.124882,0.073903,-0.006034,0.007177,0.042174,0.024641,0.00268,0.010177,0.009239,-0.001286,-0.00451,0.010967,0.024145,0.028381,0.033509,0.009898,-0.014202,-0.006169,-0.006474,-0.01147,0.002975,0.018982,-0.018982,-0.002975,0.01147,0.006474,0.006169,0.014202,-0.009898,-0.033509,-0.028381,tarsalis
2.399282,0.578402,-0.311251,0.131555,-0.040994,-0.001559,0.019161,-0.051342,0.02495,-0.036916,-0.013783,-0.00713,-0.045631,0.004124,-0.015156,0.001379,0.007675,-0.027225,-0.001863,-0.021583,-0.009468,-0.001641,-0.03669,0.006538,-0.039836,-0.028069,0.001312,-0.021378,0.010887,-0.000706,0.003961,-0.025254,0.005374,0.011951,-0.002638,0.009375,-0.016914,0.010066,0.002982,-0.002653,0.002653,-0.002982,-0.010066,0.016914,-0.009375,0.002638,-0.011951,-0.005374,0.025254,flies
2.200379,0.544344,-0.146697,-0.007464,0.075523,-0.073863,-0.037611,-0.040751,-0.076173,-0.029904,-0.041871,-0.061367,-0.045139,-0.020922,-0.038867,-0.057174,-0.08846,-0.074264,0.012165,0.105567,0.107458,0.00298,-0.055204,-0.005613,0.03492,0.016643,-0.013238,-0.006872,0.031454,0.004298,-0.040802,0.001895,0.022738,-0.014886,-0.000688,0.039835,0.010755,0.00483,-0.002831,-0.039516,0.039516,0.002831,-0.00483,-0.010755,-0.039835,0.000688,0.014886,-0.022738,-0.001895,tarsalis
2.112618,0.54582,0.035304,-0.081962,-0.013678,0.029328,0.014144,0.012245,0.013079,-0.013028,-0.026605,-0.017189,-0.011702,-0.019839,-0.033753,-0.02028,0.002931,-0.012169,-0.03451,-0.007222,0.003263,-0.039501,-0.071543,-0.029619,0.011735,-0.003226,-0.035559,-0.044388,-0.044267,-0.015862,0.031789,0.047577,0.015775,-0.007522,-0.005786,0.00673,-0.001569,-0.00598,-0.00334,0.001439,-0.001439,0.00334,0.00598,0.001569,-0.00673,0.005786,0.007522,-0.015775,-0.047577,flies
2.167009,0.594614,-0.054395,-0.118586,0.007163,-0.061671,-0.083382,0.001182,-0.004633,-0.041904,-0.000879,-0.028029,-0.048753,-0.006476,-0.031466,-0.105858,-0.08758,0.007892,0.060848,0.101203,0.089634,0.006765,-0.023097,0.03555,0.034265,-0.010036,-0.003856,0.025123,0.007104,-0.001137,0.014649,0.011413,-0.00498,0.008168,0.019791,0.016496,0.005772,-0.000221,-0.001277,0.003154,-0.003154,0.001277,0.000221,-0.005772,-0.016496,-0.019791,-0.008168,0.00498,-0.011413,tarsalis
2.133794,0.511022,-0.211958,-0.035323,0.015144,-0.151094,-0.046325,0.001174,-0.065913,0.038859,0.025928,-0.06845,-0.03999,-0.027651,-0.057985,-0.056826,-0.021812,0.047468,0.166732,0.153903,0.011345,-0.035548,0.030234,0.084747,0.056018,-0.020851,0.01126,0.057858,-0.00065,-0.031516,0.051336,0.050664,-0.012939,0.026576,0.041446,-0.005497,-0.003876,-0.000337,0.009489,0.04932,-0.04932,-0.009489,0.000337,0.003876,0.005497,-0.041446,-0.026576,0.012939,-0.050664,tarsalis
2.198235,0.482038,-0.215998,0.066557,0.038987,-0.146352,-0.033722,-0.038476,-0.000478,0.122528,0.049734,-0.032608,-0.017399,-0.019203,-0.036501,-0.097635,-0.05726,0.062596,0.117871,0.089738,0.009152,-0.017339,0.025981,0.07765,0.037043,-0.016956,0.0158,0.020075,-0.024815,0.000632,0.036818,-0.012014,-0.007804,0.032317,0.013671,0.000945,-0.01097,-0.008873,0.024473,0.013419,-0.013419,-0.024473,0.008873,0.01097,-0.000945,-0.013671,-0.032317,0.007804,0.012014,tarsalis
2.123395,0.564865,-0.107306,-0.043647,0.04774,-0.065394,-0.061365,-0.002203,0.035082,0.0618,-0.028192,-0.044305,0.010607,-0.039885,-0.079774,-0.015548,-0.031818,0.008782,0.145253,0.132697,-0.038301,-0.052077,0.049937,0.04471,0.001839,-0.021503,-0.000905,0.021592,-0.007696,-0.02693,0.006712,-0.002461,-0.004261,0.016754,0.018272,0.001629,-0.002486,-0.017062,0.001735,0.051075,-0.051075,-0.001735,0.017062,0.002486,-0.001629,-0.018272,-0.016754,0.004261,0.002461,tarsalis
2.153977,0.733621,-0.153461,0.050904,0.0555,-0.053215,0.02269,-0.035772,0.007089,0.030791,-0.047059,0.012916,-0.003227,-0.014387,0.020382,-0.028973,-0.000936,0.016025,-0.031199,0.015628,-0.001121,-0.02966,0.009292,-0.01577,-0.031276,-0.003832,-0.020911,0.003287,-0.00254,-0.011976,0.008177,-0.029928,0.00808,0.026712,-0.00118,0.001683,0.005265,-0.010964,0.0161,-0.012242,0.012242,-0.0161,0.010964,-0.005265,-0.001683,0.00118,-0.026712,-0.00808,0.029928,flies
2.340339,0.603881,-0.21615,0.173301,-0.089773,0.01849,0.06342,-0.080802,0.015157,-0.019762,0.031342,0.028484,-0.012205,0.028731,0.013703,0.010689,-0.014167,0.006489,0.018844,-0.015877,-0.020022,-0.007448,0.021024,0.004488,-0.003576,-0.002868,0.005451,-0.005958,-0.006754,-0.000933,-0.004302,-0.000836,-0.008736,-0.005529,0.001077,0.00353,-0.007789,-0.005205,0.018821,-0.023754,0.023754,-0.018821,0.005205,0.007789,-0.00353,-0.001077,0.005529,0.008736,0.000836,flies
2.277713,0.568943,-0.151634,0.005708,0.062654,-0.044699,0.00318,-0.018994,-0.038062,0.005814,-0.02234,-0.03062,-0.000681,-0.019409,-0.023573,-0.043223,-0.076783,-0.041375,0.020354,0.111469,0.140063,0.039351,-0.035197,0.00301,0.045264,0.02228,-0.026865,-0.006339,0.043546,0.021407,-0.023642,0.011325,0.044791,-0.023918,-0.011698,0.035327,0.01568,0.004943,-0.006296,-0.031614,0.031614,0.006296,-0.004943,-0.01568,-0.035327,0.011698,0.023918,-0.044791,-0.011325,tarsalis
1.838717,0.693909,0.132951,-0.027784,0.084141,0.078246,-0.021152,-0.026476,0.0212,0.03101,0.004155,-0.001202,-0.022643,-0.043907,-0.048923,-0.018658,0.02171,0.054209,0.011079,-0.020455,-0.002573,0.019398,0.004032,-0.035045,-0.028336,0.002713,-0.019536,-0.029873,0.000027,0.023295,0.025597,0.001573,-0.009047,0.006465,0.009846,-0.001963,-0.009504,-0.002175,-0.008453,-0.014635,0.014635,0.008453,0.002175,0.009504,0.001963,-0.009846,-0.006465,0.009047,-0.001573,flies
2.069921,0.680012,-0.06375,0.018412,0.075051,-0.02148,0.050816,0.038462,-0.017583,0.057789,-0.00366,-0.047509,0.01925,0.007696,-0.027725,-0.025678,-0.027659,-0.004371,0.021907,-0.000871,-0.00146,0.028102,-0.00231,-0.000399,0.002827,-0.013206,-0.004107,0.003736,-0.015765,0.009042,0.002119,-0.021122,0.008135,0.00986,-0.008092,-0.000642,-0.000829,0.004392,0.002568,0.004121,-0.004121,-0.002568,-0.004392,0.000829,0.000642,0.008092,-0.00986,-0.008135,0.021122,flies
2.281089,0.43012,-0.217544,0.036392,-0.051803,-0.048951,-0.01547,-0.081602,0.099573,-0.014536,-0.073415,0.027293,-0.122546,-0.091999,-0.028682,-0.053836,0.141936,0.198425,0.061857,-0.004087,0.015717,0.094944,0.061545,0.007028,-0.007903,0.016768,0.044912,-0.01903,0.015389,0.085453,-0.012173,0.029078,0.052718,-0.036709,0.030841,0.030982,-0.018604,0.011928,-0.014249,-0.038864,0.038864,0.014249,-0.011928,0.018604,-0.030982,-0.030841,0.036709,-0.052718,-0.029078,tarsalis
2.283312,0.499603,-0.235381,-0.014131,-0.000952,-0.139994,-0.012076,-0.03122,-0.03685,0.044902,-0.047,-0.049377,-0.010818,-0.08522,-0.10477,-0.031914,0.064307,0.179866,0.136222,0.009632,-0.007181,0.030087,0.09203,0.029534,-0.047497,0.036102,0.073569,-0.034116,0.010889,0.073937,0.005853,0.015072,0.052632,0.009256,-0.016854,0.003166,0.016394,0.016854,-0.014716,-0.025068,0.025068,0.014716,-0.016854,-0.016394,-0.003166,0.016854,-0.009256,-0.052632,-0.015072,tarsalis
2.095855,0.463932,-0.222485,-0.036398,-0.004204,-0.163282,-0.040609,0.006812,0.009504,0.118552,0.045056,-0.08208,-0.027915,-0.016667,-0.085187,-0.044448,0.082849,0.161631,0.115597,0.021145,-0.01019,0.027608,0.073608,0.037545,-0.035324,-0.012089,0.014706,-0.027943,0.010609,0.056918,-0.00806,-0.011267,0.031244,-0.000385,-0.010417,0.00196,-0.009504,-0.000412,-0.003526,-0.034803,0.034803,0.003526,0.000412,0.009504,-0.00196,0.010417,0.000385,-0.031244,0.011267,tarsalis
2.253887,0.443684,-0.180299,-0.009742,-0.03716,-0.132453,-0.042357,-0.061538,0.00812,0.09173,0.031683,-0.024965,-0.089879,-0.043239,0.001455,-0.142738,-0.079028,0.089657,0.071884,0.072024,0.043347,-0.065499,0.018519,0.100996,0.019182,-0.014354,0.011578,0.016446,-0.016151,-0.021665,0.029348,0.016797,-0.015495,0.019534,0.024382,-0.007656,-0.000557,0.005958,0.021278,0.043939,-0.043939,-0.021278,-0.005958,0.000557,0.007656,-0.024382,-0.019534,0.015495,-0.016797,tarsalis
1.888625,0.327026,-0.052221,0.078519,-0.136149,-0.18013,-0.112844,-0.016494,0.109861,0.236869,0.185281,-0.123756,-0.092631,0.139603,0.004463,-0.096398,0.08724,0.141334,-0.000936,0.051596,0.074631,-0.041848,0.083437,0.036261,-0.036007,0.041221,-0.01967,-0.004508,0.014656,-0.003873,0.010401,-0.022656,-0.008661,0.0068,0.020839,-0.004143,-0.025297,0.020561,0.01279,-0.039446,0.039446,-0.01279,-0.020561,0.025297,0.004143,-0.020839,-0.0068,0.008661,0.022656,quinx
1.969337,0.279879,-0.144505,0.087731,-0.048028,-0.086048,-0.097892,-0.068889,0.163331,0.326422,0.253139,-0.111825,-0.148287,0.141559,0.034069,-0.16976,0.017097,0.137739,-0.062012,0.027763,0.018811,-0.143346,0.041274,0.005938,-0.038712,0.050959,-0.029411,0.019017,0.024129,-0.005095,0.046873,0.003106,-0.009271,0.022563,0.006327,-0.026186,-0.054265,0.016825,0.028363,-0.020076,0.020076,-0.028363,-0.016825,0.054265,0.026186,-0.006327,-0.022563,0.009271,-0.003106,quinx
1.809979,0.569838,-0.009876,-0.138177,-0.004534,-0.008755,-0.062585,-0.046297,0.002526,0.04281,0.026157,-0.049482,-0.052649,0.005791,-0.015142,-0.040844,-0.009631,0.068399,0.076843,0.050626,0.017592,-0.017608,-0.008322,0.029519,0.043889,0.007904,0.01371,0.036077,-0.006549,-0.004819,0.03147,0.040011,0.008268,0.004437,0.018881,0.00164,0.002092,0.008197,0.00264,0.011156,-0.011156,-0.00264,-0.008197,-0.002092,-0.00164,-0.018881,-0.004437,-0.008268,-0.040011,tarsalis
2.27989,0.537917,-0.175525,-0.018913,0.032183,-0.096869,-0.010238,0.002195,-0.044824,0.004524,-0.018959,-0.049898,-0.006325,-0.051335,-0.068038,-0.046729,-0.042879,0.089155,0.182451,0.086263,0.020703,0.00446,0.012565,0.07286,0.036037,-0.042307,0.02966,0.059344,-0.024092,0.006224,0.042075,0.01455,0.02411,0.034679,0.008554,-0.001524,-0.007835,-0.010394,0.009401,0.026516,-0.026516,-0.009401,0.010394,0.007835,0.001524,-0.008554,-0.034679,-0.02411,-0.01455,tarsalis
1.970279,0.528094,0.045162,0.022216,-0.042175,-0.201797,0.029071,0.061506,0.125673,0.208167,0.05214,-0.172284,0.024681,0.181337,-0.02637,-0.065655,-0.030181,0.001919,-0.050559,0.034621,-0.055545,0.017257,-0.027286,-0.004441,0.010151,0.036282,-0.014197,0.024552,0.003039,0.003972,0.006686,0.001103,-0.016119,-0.003525,-0.018935,-0.02272,-0.003603,-0.01036,-0.010635,-0.013556,0.013556,0.010635,0.01036,0.003603,0.02272,0.018935,0.003525,0.016119,-0.001103,quinx
2.033476,0.276706,-0.176264,0.01872,-0.018648,-0.151025,0.039639,0.026917,0.358665,0.295484,0.045186,-0.16219,0.030876,0.136208,-0.038258,-0.080689,0.110889,-0.05893,-0.012009,0.045132,-0.034732,0.034348,-0.002626,-0.03178,0.030109,-0.046423,-0.043343,0.038914,-0.032214,-0.013268,-0.013251,0.005428,0.008697,0.02454,0.011776,0.009835,-0.012151,0.008429,-0.006771,0.013408,-0.013408,0.006771,-0.008429,0.012151,-0.009835,-0.011776,-0.02454,-0.008697,-0.005428,quinx
1.898113,0.247499,-0.135807,0.016415,-0.05225,-0.042365,-0.104743,0.012048,0.298629,0.277771,0.098723,-0.099159,-0.067409,0.110621,-0.020184,-0.130426,0.113487,0.097463,-0.034427,0.066088,-0.004543,-0.006652,0.059523,-0.003661,0.007793,-0.008173,-0.013425,0.00683,0.012956,0.039538,0.005773,0.013196,0.032359,-0.000133,0.008587,0.00238,0.001341,0.002531,-0.016556,-0.011244,0.011244,0.016556,-0.002531,-0.001341,-0.00238,-0.008587,0.000133,-0.032359,-0.013196,quinx
1.967463,0.261532,-0.121486,0.031917,-0.052543,-0.066188,-0.078308,-0.004103,0.299375,0.296942,0.069349,-0.102086,-0.069401,0.102593,-0.103316,-0.139191,0.109056,0.018483,-0.02635,0.050456,-0.065285,-0.010511,0.036466,-0.044702,-0.027898,-0.011214,0.002002,0.000726,-0.013745,0.024347,-0.017108,-0.011964,0.044848,-0.000396,-0.012545,0.013138,0.001067,0.003347,-0.012556,-0.008478,0.008478,0.012556,-0.003347,-0.001067,-0.013138,0.012545,0.000396,-0.044848,0.011964,quinx
1.941295,0.299199,-0.17194,0.078947,-0.049743,-0.095546,-0.061465,0.008047,0.300451,0.334316,0.107275,-0.086261,-0.050791,0.119107,-0.046076,-0.083651,0.131762,-0.015835,-0.05002,0.086057,-0.011535,-0.003751,0.026464,-0.007607,0.055751,-0.024135,-0.066526,0.014747,0.017904,-0.011199,-0.000238,-0.013618,-0.014783,-0.005694,0.03065,0.000982,0.001669,0.000876,-0.013032,0.02103,-0.02103,0.013032,-0.000876,-0.001669,-0.000982,-0.03065,0.005694,0.014783,0.013618,quinx
1.835438,0.349835,-0.140785,-0.056319,-0.018137,-0.136521,-0.092939,0.048054,0.237064,0.332838,0.075808,-0.16948,0.004579,0.115788,-0.082981,-0.092652,0.022321,-0.043253,-0.065136,0.019102,-0.000007,-0.011732,0.04457,0.03711,0.000063,0.013338,0.000648,-0.01247,0.024963,0.004496,-0.04254,-0.020739,0.016824,-0.003312,-0.015467,0.013945,0.009929,-0.011004,-0.000911,0.028081,-0.028081,0.000911,0.011004,-0.009929,-0.013945,0.015467,0.003312,-0.016824,0.020739,quinx
2.077215,0.539953,-0.06857,-0.024096,0.095498,-0.115533,-0.000808,0.137529,0.220134,0.115263,-0.033836,-0.127658,0.060582,0.059744,-0.028317,-0.051752,0.019942,-0.051548,0.018948,0.051824,-0.0508,-0.052402,0.026894,-0.015026,-0.027813,-0.000757,-0.004288,-0.019546,0.005968,0.017792,0.003551,-0.008337,0.002756,0.013385,-0.007523,-0.009897,0.009217,-0.009541,-0.016158,0.014163,-0.014163,0.016158,0.009541,-0.009217,0.009897,0.007523,-0.013385,-0.002756,0.008337,quinx
1.910434,0.476223,-0.098915,-0.034148,0.004139,-0.085686,-0.125234,-0.030306,0.203308,0.263986,0.110763,-0.125711,-0.084609,0.14824,0.008532,-0.063124,0.073658,-0.021189,-0.069539,0.047502,0.046111,0.017258,0.003002,0.012424,0.035265,-0.011973,0.000024,0.009349,-0.014951,0.003627,-0.026849,-0.014939,0.010784,-0.02237,0.001605,0.024224,-0.017054,0.001558,0.016522,-0.004059,0.004059,-0.016522,-0.001558,0.017054,-0.024224,-0.001605,0.02237,-0.010784,0.014939,quinx
1.926945,0.220091,-0.146092,0.041354,-0.086083,-0.130896,-0.044774,0.043736,0.299272,0.311588,0.063412,-0.138404,0.010343,0.153434,-0.109003,-0.077646,0.17633,0.035177,0.016124,0.080599,-0.034764,0.046124,0.076959,-0.024874,0.011065,-0.00469,-0.00187,0.020609,0.00256,0.024953,0.003718,-0.002005,0.039264,0.002235,-0.024532,0.008803,0.015411,-0.010326,-0.029667,0.014829,-0.014829,0.029667,0.010326,-0.015411,-0.008803,0.024532,-0.002235,-0.039264,0.002005,quinx
