mfcc_1_mu,mfcc_1_sd,mfcc_2_mu,mfcc_2_sd,mfcc_3_mu,mfcc_3_sd,mfcc_4_mu,mfcc_4_sd,mfcc_5_mu,mfcc_5_sd,mfcc_6_mu,mfcc_6_sd,mfcc_7_mu,mfcc_7_sd,mfcc_8_mu,mfcc_8_sd,mfcc_9_mu,mfcc_9_sd,mfcc_10_mu,mfcc_10_sd,mfcc_11_mu,mfcc_11_sd,mfcc_12_mu,mfcc_12_sd,mfcc_13_mu,mfcc_13_sd,sex,digit
5.0877918918919,1.2460688548452,-2.7207805405405,2.8332134920578,0.45938054054054,1.3848689230997,-1.7093400810811,1.3157815057903,-0.69412638648649,0.88139175851989,-0.38780886486486,0.72806093636409,-0.46511585675676,0.49291857171164,-0.52132935135135,0.70503559276291,-0.1993834972973,0.52806865645304,-0.7020447027027,0.721048326925,-0.44620697297297,0.55015201679553,-0.68772545945946,0.70399285873173,-0.2588659442,0.41452549137693,male,9
3.2222916315789,1.6668665774793,-2.3029605263158,0.49321882809682,-0.96416634210526,1.4026854357909,-1.5212607315789,1.0820653887654,-0.85847473684211,0.61157490694602,-0.33985456842105,0.41484124798663,-0.29628426315789,0.33630878115777,-0.86664657894737,0.34479728561085,0.18904383421053,0.3423609137839,-0.21729973684211,0.4268183464654,-0.56699334736842,0.34476771504463,-0.74827528947368,0.42088307553342,-0.47415194736842,0.2703266341185,male,4
2.7506419444444,1.6556399156785,-3.3699388888889,1.1035527113922,-1.32561,1.5177447659951,-1.4601735833333,1.0766953543202,-0.72628013888889,0.80081456046891,-0.52881586111111,0.71434340431858,-0.088253416666667,0.53217134058723,-0.55304545055556,0.51445356009061,-0.63075464166667,0.52028489374721,-0.84314777777778,0.4572102433364,-0.16886330555556,0.51672580890996,-0.20715981666667,0.41755653649389,-0.52306583333333,0.46329608593315,female,1
2.2912134204545,2.3423694480161,-3.2435479545455,0.91600205357694,-0.27486602272727,1.6858801618316,-0.64335875,1.396334852757,0.23296579545455,0.86297906490434,-0.27126172727273,0.58566109428644,-0.39739808181818,0.64845768843093,-0.48485129545455,0.84977980144842,-0.13818884090909,0.47031477276235,-0.67511120454545,0.68452922284677,-0.28642609090909,0.39672536478141,-0.18214727272727,0.4723844287693,-0.28619157272727,0.41709692358791,female,5
1.8201696551724,2.3279681913775,-3.5502934482759,1.4913322121496,-0.31721379310345,1.4550301270857,-1.1037112241379,1.4332882614244,-0.58218103448276,0.97705630218369,-0.17311386206897,0.58024854218455,-0.18572389655172,0.55632124275844,-0.61881634482759,0.78709895821363,0.23972434482759,0.37429448169574,-0.34126929310345,0.4836159179419,-0.27000742758621,0.46792754251955,-0.10617372068966,0.33949703644654,-0.066801724137931,0.18963904293254,female,0
2.5424104255319,0.83965206958688,-2.5276638297872,0.54369342285283,1.1755111914894,0.61055412721356,0.13877842553191,0.55298356013118,-0.96632644680851,0.67046544753714,-0.81259585106383,0.53043925377129,-0.7794870212766,0.38375501148805,-0.78456782978723,0.71350661943758,0.061352691489362,0.49790986070726,-0.6541049787234,0.38302174913551,-0.24798673617021,0.40888079483974,-0.49678129787234,0.35331450305219,-0.48149807765957,0.28360349848273,male,8
1.7853230434783,3.163790815797,-3.8524073913043,1.677527782606,-1.0141603913043,2.1455241909227,-1.359411526087,1.2158864199689,-0.70738134782609,1.2973767041152,-0.46842204347826,0.90659052952431,-0.3658363826087,0.67108153034122,-0.052608565217391,0.71166969111396,0.018910356521739,0.39613471579351,-0.51854989130435,0.63006083635824,-0.22415379347826,0.44275029190328,-0.067313543478261,0.46483344114825,-0.11924897391304,0.68484772663027,female,0
0.7902296,2.8691099291737,-3.8858514285714,0.89514720078286,-1.0472789714286,1.8406061261532,-1.1985978685714,1.0170890276446,-0.42755997142857,0.80174588965897,-0.76913968571429,0.66790015292547,-0.55510325714286,0.59117951326926,-0.91731554285714,0.78377362671411,-0.5054404,0.49899279918905,-0.38871618571429,0.45077197239567,0.016954028571429,0.42257521108106,0.20785929428571,0.44657939201091,0.149595,0.36656315250258,female,9
2.1680758,2.4277432197333,-3.1820342857143,0.72645407128162,-0.8105726,1.6033457813692,-1.4661985314286,1.3111551616056,-0.30256177142857,0.88175537574377,-0.63813530857143,0.89497090090136,-0.22015473942857,0.48076423258783,-0.47678757142857,0.59011202237296,-0.38071384,0.61614378882139,-0.49016371428571,0.53274993707359,-0.20948634285714,0.4205819368153,-0.29373065714286,0.46563936653147,-0.37306294285714,0.56771706276721,female,9
3.9702452380952,0.98282685565242,-3.1245023809524,0.89802805409781,-0.010629166666666,1.7920720284472,-1.6175756428571,0.98847420491757,-1.8128221428571,0.75132784240252,-1.7221752380952,0.58520049152991,-0.47961707142857,0.57123271780599,-1.1914185,0.63097500128977,-0.41126316666667,0.54365426237392,-0.7521215,0.37031423106389,-0.39519769047619,0.28843319377602,-0.61661130952381,0.49464988231834,-0.55643904761905,0.29663074560084,female,8
